id	anon_author_id	label	AID1	AID2	AID3
1344601812356239361	b0f401	not	not		
1237668705703735296	4e6a92	not	not		
1321852889837539329	2278a4	not		not	
1340659981499162624	027882	not	not		
1353597925302132737	874955	abusive	abusive		
1361576904097153030	ec8ecd	abusive	abusive		
1355934882795548672	5ecf02	not	not		
1327613147759464453	1d148c	not	not		
1300785003224346624	8150ba	not	not		
1296790466638295040	339d80	not	not		
1339128956608540674	230124	not			not
1327992513358131205	58b603	abusive	abusive	abusive	abusive
1353094224519041025	b0d496	abusive		abusive	
1337798665944125443	2aea53	not	not		
1323949862166155264	e89ceb	not	not		
1293471434292056064	4b6358	not	not		
1341169457465614343	0382ad	not	not		
1344527150259580928	58b134	not	not		
1306696445106454528	5e3c48	not	not		
1259238511229763590	32f3c0	not	not		
1221367023986454528	069394	abusive		abusive	
1257389334652760065	a528d5	not			not
1327249323306967041	40c9c0	not	not		
1334435197522219008	770b97	not	not		
1298849306246623232	b7e840	not	not		
1315247503558746112	15f123	not	not		
1262660076852166656	c49dbc	abusive	abusive		
1330092369803407363	471014	abusive		abusive	
1355131826122219520	68676c	not	not	not	not
1324834620488167425	39a4f6	not		not	
1310880559585951749	97949f	abusive		abusive	
1266723371435397122	cb6f28	not		not	
1284112015968141314	ec8376	not	not		
1336424332621459462	480b2a	abusive	abusive		
1275923693529698309	36903e	not	not	not	not
1243477447481405440	0c3182	not	not		
1274451765719695361	55c778	not			not
1325834124976943106	9f077d	abusive	abusive		
1285069086234497024	b6d687	not		not	
1351081611446652929	bbfb00	not		not	
1307005313816682498	e892de	not			not
1299691868863844353	fcc7d6	abusive		abusive	
1320090366419283968	ce36f0	abusive		abusive	
1350064514268598272	49161c	not	not		
1353088916581208065	78aa20	not	not		
1355526756250374147	cd3b88	not			not
1325819469462122499	9f077d	not	not		
1301160864905670663	1ddd2f	not	not		
1346573015056838659	df7077	abusive	abusive		
1270116344294408192	6ccece	not	not		
1334981911735902212	7f9cd8	not	not		
1265549093524340737	ce1133	not	not		
1248017599234899973	ddffae	not	not	not	not
1324373062398189569	6db5e7	not		not	
1331573079324188672	3146eb	not	not		
1306587956262481927	5e73ae	not		not	
1332997633007349764	7109bc	abusive	abusive	abusive	abusive
1324650367028744195	3be8b7	abusive	abusive		
1319585674027216896	16c418	abusive		abusive	
1286753415507390465	923363	abusive		abusive	
1242774322873278466	7edca6	not	not		
1342893953255956482	c3414b	not		not	
1347328614967205888	239be1	not			not
1328405745235337217	a82c58	not	not		
1260515030757453824	d8dfdb	not	not		
1352336230885842945	2ce91b	not	not	not	indifferent
1271743504356605953	eac520	not	not		
1293943929298210817	9e6f02	not	not		
1319965490014490629	354744	not	not		
1343324091856670721	0e8bbf	not	not		
1326131546647097344	efdfc2	not		not	
1324287669459804161	214132	not	not		
1319899933332430848	3bf5cc	not	not		
1275713781247680513	c4ddae	not			not
1294196735435321344	1844b6	not			not
1345859795874705408	cd8786	not			not
1321814338513051648	4b9574	not	not		
1362666038891012098	053b1f	not	not		
1298713939736289280	d41283	not		not	
1327223164057882624	957fe1	not	not		
1277608870056210432	874955	not	not		
1297281120917233669	7340eb	not			not
1288925959299702785	d89899	not	not		
1339593529585111041	c9a24e	not	not		
1322447846591922177	dc8eb3	not		not	
1328768678658191362	e2c8ff	not	not		
1289888993685803008	c0191c	abusive	abusive		
1273721508288921606	a13bca	not			not
1242967125733638145	49097a	not	not		
1232553190006153218	6340aa	not	not		
1240936535459061760	3562d5	not		not	
1331681316799193091	03c556	not	not	not	indifferent
1318139466457010177	ddaee3	abusive	abusive		
1257742868610813953	3f4661	not	not	not	not
1333315274536312833	0eef38	not	not		
1352319346643755008	9a736b	not		not	
1319521127908167681	108155	not	not		
1322166880463978502	d5e57e	not		not	
1313069073715134464	1172bf	not	not		
1259986609170251777	c2cf88	not	not		
1301183879844212736	26d730	not	not		
1305193268632838145	77a244	not	not		
1298252383605014529	6bd25f	not	not		
1247165398945914881	b59ab5	not	not	not	not
1334582605455503360	ad312e	not	not		
1307287720964886529	13613d	not			not
1290636521251508230	bd4fa5	abusive	abusive		
1348755208877256709	d79811	abusive		abusive	
1338442703676334080	918545	abusive	abusive		
1349114459156049924	7851b2	not	not		
1361769985790599168	fdce16	not	not		
1316653955074723841	d9fa12	abusive	abusive		
1300310343630106625	a41a6f	not	not		
1333515506100408322	dec3ce	not			not
1297875829863657472	24f7e1	not	not	not	not
1349078271028297738	e7ac40	not	not	not	not
1339660243505205254	be9014	abusive	abusive		
1301312603180818434	09485f	not	not		
1352228324190412802	29bfba	not	not		
1351968543911399426	f4afa5	abusive	abusive		
1345771374774792194	778411	not	not		
1344578993673138176	c8b9fe	not		not	
1255790791538212865	1d0643	not	not		
1348700881601114114	d54476	abusive	abusive		
1332214901767626752	9a2b6c	not	not		
1296534124967190536	46fafa	not	not		
1333255598939500545	f883eb	abusive		abusive	
1264074478667075584	d6c69c	not	not		
1330583812221374466	0356fc	abusive	abusive		
1269234076147474432	a4810e	not	not		
1321454837406617600	7f94c5	not	not		
1324185873437593603	c5e6b9	not	not	not	not
1341531431248547847	7cdec2	abusive	abusive		
1334439691731562497	ee5e8d	abusive	abusive		
1279847780702355456	5ca3bb	not	not		
1322082629328490503	d97b44	abusive	abusive		
1253359782876102656	f8c020	not	not		
1261293210086899714	569459	not			not
1301219536293724160	236b72	not	not		
1329829817693433862	be5b0e	not	not	not	not
1294265179463733249	bb3924	not		not	
1343138054719025153	5c1129	not			not
1298614425247784962	364802	not		not	
1295766381275865088	326230	not	not		
1333883996036603905	16ef7d	not	not		
1301773467952570371	a0d1ac	not	not		
1305958985443487751	971bc5	not	not		
1306560166683463680	ddaee3	not			not
1294764679890448384	409d7f	not	not		
1306656513801547776	e6d407	not		not	
1284871248808488961	814cd0	not	not	not	indifferent
1257224796720463878	24cd1b	not	not		
1293179655587917824	215df7	not	not		
1294643114372718594	5c8fb1	not		not	
1359240698277601286	f8c020	not			not
1326927453823119361	9f077d	not	not		
1341696538419089408	ece5c4	not	not		
1244922365047377923	84937c	not	not		
1301194193885425664	4e6a92	not			not
1276843501460819979	45c82d	not		not	
1325151918033956864	9d8bc2	not	not		
1321004414530953217	e8526f	abusive	abusive		
1353113086203408389	f353ec	abusive	abusive		
1298660113931210757	b45354	abusive		abusive	
1340243503729807361	ad5e9d	not	not		
1344162700029530114	d54476	abusive	abusive		
1318634805802815502	dedffa	not		not	
1348599099109629954	760712	not			not
1320062882638450695	ad1c4a	not	not		
1361026236538122240	e85669	not	not		
1238070451068383232	22ac4c	not	not		
1312762167528128512	e0c40d	abusive	abusive		
1260217223307804672	6439a7	abusive	abusive		
1347839287816028160	8f68ab	not			not
1337074490602385408	0ad504	not	not		
1301062863033901057	a03c82	not	not		
1324764385190006791	82558e	not			not
1321415554368966657	8b2a0b	not		not	
1239734425501532164	02c13d	not		not	
1262453055183863810	0c5b41	not			not
1363195744379801600	28d145	not		not	
1317770061118119937	0a42cb	not		not	
1325191600834809856	3146eb	not	not		
1294740904281079813	492a68	not		not	
1343568154686066704	72bbe4	abusive	abusive		
1327933530777792513	0277fe	not		not	
1353455973336309761	5450b3	not	not		
1326967589009043456	45ee8b	not	not		
1257993507123474433	c5fa5f	not	not		
1338528925711015937	7109bc	not	not		
1338334858012192768	4bff73	abusive	abusive		
1265620043842441216	b59ab5	abusive	abusive		
1264544385783529473	217146	not		not	
1328979405377560577	ad1764	not	not		
1290629668077547520	a46ef9	not			not
1350754446876291075	cfdf9f	abusive	abusive		
1254652413056868353	34a326	not	not		
1342756591616073729	1ce6fc	not	not		
1321584423821824006	2278a4	not	not		
1240588947484545024	277921	not	not		
1347921200874483713	e24991	not	not		
1327917226465300481	0e8ceb	abusive		abusive	
1240750539215962113	816310	not	not	not	not
1243254001350709252	e6b1fb	not	not		
1291832987940790273	b5f1c1	not	not		
1300889966084526085	aa3545	not		not	
1318441581901471745	e54092	not		not	
1348754438715035648	31b401	abusive	abusive		
1362827558430138370	d7ba54	not			not
1300163325909753856	38b4dd	not	not		
1297917935189712897	ef58f7	not	not		
1362863797199896581	037356	abusive	abusive		
1348655909501865984	cbaf83	not	not		
1349345337853554688	3a0ee1	abusive			abusive
1315628758527868929	868137	not	not		
1324310992172535809	127827	abusive	abusive		
1339921381828509696	a4f73b	not	not		
1355031922284625920	e1f2cc	not		not	
1339271659338018816	374703	not		not	
1350898850257645572	758e69	not	not		
1296685411507544069	c70794	not	not		
1349509291913437184	a03156	abusive	abusive		
1238100432603545602	d69e2d	not			not
1340984399563780096	3f84ce	not	not	not	not
1342514448926449665	5070fb	not		not	
1287499772396474368	b36a61	abusive		abusive	
1351579776583168003	ddfd21	abusive		abusive	
1255069047139549185	957fe1	not	not		
1259123004338044928	5180de	not	not		
1287998252793638913	23b794	not	not		
1359173280607862787	039c79	not	not		
1265353486205685760	0c4c0f	not	not		
1327951788570447872	2d2e1e	not	not		
1269600588448366596	8cfc1c	abusive			abusive
1329194871094185984	6df6ad	abusive	abusive		
1289906294233501697	8f41d3	abusive	abusive		
1351631526115618818	26b36f	not	not		
1237744548039790598	482d27	not	not		
1331943791314563072	4d0655	not	not		
1298974785917956102	edefda	not		not	
1348595332792406017	e88059	abusive		abusive	
1325864705773203462	9f077d	abusive	abusive	abusive	abusive
1331736157592428544	56d049	not			not
1342567078813904899	fd0326	not	not		
1262913717966118913	c727b1	not	not		
1321364621928943616	2d54b7	abusive	abusive		
1351602054758862850	471014	not		not	
1321804608495386625	8b2a0b	not	not		
1348583335317164032	599a38	not	not		
1301868282513850368	6bd25f	not		not	
1234420564430905346	9732be	abusive	abusive		
1282401644571955203	41c471	not	not		
1331283529506885642	c0191c	not		not	
1339129784501215235	c0165a	not		not	
1248278193100001281	ee4930	not		not	
1341268797211160576	300244	not	not		
1265675664574894080	207d68	not		not	
1300463477073608704	1ddd2f	not	not	not	not
1279097875444760577	ffa8f5	abusive	abusive		
1355904118041284610	a7fccc	not	not		
1320255823709376512	023b71	abusive		abusive	
1356219381454401537	325b69	not	not		
1362745687411154944	904769	not	not		
1271728124212936704	44ebb1	not			not
1290526202407649281	d5c54a	abusive	abusive		
1290603759018692610	47aad2	abusive	abusive		
1246910520566919173	a284e8	not	not		
1353406991318704128	1ddd2f	not			not
1312849930751561729	f6feb3	not	not		
1294505005450432513	fe72f8	not			not
1303683124627492871	4b6358	not	not		
1360927952301678599	c9720b	abusive	abusive		
1324724005115469824	3a066a	abusive		abusive	
1297546284476309504	b64a86	not	not	not	indifferent
1299752753984614400	8a3689	not	not		
1321363691250528257	2d54b7	abusive		abusive	
1346407820195995649	a5a559	abusive		abusive	
1351792184572448773	4eca4c	not	not		
1354387592620482562	927271	not			not
1355866119702249472	33671e	abusive	abusive		
1290247028933500929	f94a1b	not	not		
1242101554636865543	465e23	not	not		
1353066325564739585	82ceb5	not	not		
1260489754736496648	72e55e	not	not		
1326194303295770626	9f077d	not	not		
1281325007612846080	e26922	abusive	abusive		
1242026173707804672	03160d	not	not		
1273952580503252992	e48441	not	not		
1272548623495151618	f8d126	not			not
1308114070852296708	140d9f	abusive		abusive	
1352818329493319680	68bb62	abusive	abusive		
1343189857007521793	b81558	not	not		
1347869522708082689	39ef9c	not	not		
1281243216700981248	bd52c6	abusive		abusive	
1303271503086202881	216669	not		not	
1291352516215615488	6b8f2d	not	not		
1343907264139309058	b36a61	abusive	abusive		
1302972116145451009	9a6377	abusive	abusive	abusive	abusive
1296535172469448704	38f0a0	not	not		
1345369037174407168	325b69	not		not	
1337686254343872514	5aeb23	not			not
1336599671570051073	4da83c	not		not	
1357844693476904961	e8a027	not			not
1290354844360937473	164562	not	not	not	not
1356426639073280004	903b3c	not	not		
1294155691372851201	3c4bfd	not		not	
1346012010841055234	8cfc1c	not	not		
1338079516766449664	4224f9	not		not	
1220347653357297665	403b2d	not	not		
1329147424997257216	1d113b	abusive		abusive	
1350797286234849280	93bc6b	not	not		
1256255869878222848	6ccece	abusive		abusive	
1341334324944252929	a4fba0	not		not	
1295282344929243138	01c075	not		not	
1330431975841296386	d24014	abusive	abusive		
1320493432113143808	126610	not	not	not	not
1352321173674225670	0671c5	abusive	abusive		
1330607720781803525	021367	not	not		
1241646055567110145	84188b	not	not		
1318898653667512320	c8f70f	abusive	abusive		
1313532571054202880	de471b	not	not	not	indifferent
1342909223840215041	015990	not			not
1322300579474006016	354744	not	not		
1309034059423723523	aa4b2c	not	not		
1254674316731580416	4d2dd4	not	not		
1331515214093840384	704d24	not	not		
1340372031683084289	3bf5cc	abusive	abusive		
1261562654415618051	b6f866	abusive	abusive		
1326903290592981007	b3c79d	not	not		
1291625644510650369	16e89e	not	not		
1343974898545340416	9b8c03	not			not
1361969594085294085	99b79e	not	indifferent	not	not
1302991363353567238	35be4a	not		not	
1296682100314308613	e28959	not		not	
1326871214065913856	456ed6	not	not		
1261621095460995073	9764b1	not	not		
1347154570837962753	3c04a9	not	not		
1326627112648912897	bd1c88	abusive	abusive		
1284518862432731138	cdae7e	not	not		
1326218212195913729	e4ed7b	not			not
1332816063193550849	f3d411	not	not	not	not
1304149111327936512	e4b84b	not	not		
1309190711686856704	d1bc51	abusive	abusive	abusive	abusive
1357045435261726720	58ea46	not	not		
1312038079675457537	1ddd2f	not			not
1347676517585854465	f35e43	not	not		
1324709878292750337	b93150	not	not		
1312729108053360640	e28959	not			not
1316418015571959810	bb884c	not	not		
1302224358035910656	f353ec	abusive	abusive		
1350425556576317440	cb9260	not	not		
1337922364307288067	08f411	not	not		
1348768853711609860	25a1cc	not	not		
1323231069668319232	02afab	not		not	
1351229537770737667	88b08f	not		not	
1299202466886672384	a9fb72	abusive	abusive		
1344797839239602176	a7e88a	not	not		
1269430532510748673	56ebd8	not		not	
1240234083608924160	5078f1	not	not		
1315189209662132224	a71d86	not			not
1337712199272423424	4aee33	not	not		
1313882978859339783	9c5f8c	not	not		
1232738645611876353	7a9f50	not	not		
1241316787913928704	99175d	not		not	
1294288592555184135	3f7083	not	not		
1351839752929112065	5ad5fa	abusive		abusive	
1335573095608954880	69957f	abusive	abusive		
1263845604280713219	126ba2	not	not		
1295393945690738688	4f44f5	not		not	
1293125743380254722	85acfd	not	not		
1323969590985195523	094ee1	not	not	not	indifferent
1261938199762538496	01c075	abusive	abusive		
1339507389729484800	5d4da7	not	not	not	not
1299375045983309824	e61d9a	not		not	
1344326335582384133	e6d08d	not	not		
1288360121857462273	8d4589	abusive	abusive		
1348687720416219142	e56bff	abusive		abusive	
1301182795411316736	a55889	not		not	
1318496203865231361	2776de	not	not		
1333034376704241664	871950	not			not
1238924384892567559	a82c58	not	not		
1315387634571792384	1db93b	not	not		
1309479498765733890	1ddd2f	not		not	
1301557848745431040	8b618f	not		not	
1300473329984442368	b76792	not	not		
1344013361646870528	c87273	abusive	indifferent	abusive	abusive
1255804775960137728	e7bc87	not			not
1314018222971269121	e66268	not	not		
1321197363415887874	ac69bf	not	not		
1347518632365076485	fed7c3	not		not	
1272998297691664386	65996c	not	not	not	not
1324761872697069574	770f69	not	not		
1311026725753696262	d636f2	not	not		
1276288103024648198	30e4bf	not	not		
1268572464164061184	3a80ea	not	not		
1285471598347198466	44ebb1	not	not		
1240260845856309248	7b4e21	not	not		
1238370418114859009	c7c2e4	not		not	
1330520429405016065	92b104	not	not		
1339956862465290240	66b96f	abusive		abusive	
1355109285211099137	68bb62	abusive	abusive		
1294343899960545281	4cdbd8	not	not		
1322541385921298432	3d087b	not	not		
1339207388461748225	33b1d2	not			not
1294568782183235584	39ef9c	not	not		
1354709386413879296	61cdf3	abusive		abusive	
1292598146871308288	1f88ce	not	not		
1321722738457923584	12adb1	not	not		
1338208283585343490	554332	not	not		
1356386412036317185	0a0945	not	not		
1333087774384197635	1b50ff	not	not		
1311576996212862976	ba090e	abusive		abusive	
1326077931161006080	d35837	abusive	abusive		
1343555207851102208	33b1d2	abusive	abusive		
1361350874535235592	3eb2d8	not	not		
1338649056533483521	5ee959	not			not
1294582199027736578	b71fc8	abusive	abusive		
1327171968131588100	46d52d	not	not	not	not
1299235486540718080	19a0d7	abusive		abusive	
1314881501822058496	f3113f	not	not		
1348857933552119814	a798ea	not			not
1333132479016865792	545aab	not	not		
1314114669989244930	d037b2	not	not		
1294367953165651969	afa3d2	not	not		
1347135105215717378	39c0ad	not	not		
1319230759828414465	02afab	not	not		
1351441497225392128	5a5629	not	not		
1347899121592639491	85cfac	abusive	abusive		
1292982095594303488	52f838	not	not		
1359415757248036868	2c9b57	not	not		
1321524889828892675	cfa077	not	not		
1250120570194272257	ad7489	not		not	
1244909678645194754	1a647b	not	not		
1315162440611647488	9931c1	not	not		
1354748868437663745	f99060	not	not		
1351519117845680128	d5e57e	not		not	
1316674847829880832	32b66d	abusive			abusive
1241117291355557892	b8ebf4	not	not		
1337932239645134848	52709a	abusive		abusive	
1323346750804004864	ed8152	not	not		
1317345664804790273	9c5f8c	abusive	abusive		
1298594053458714624	c474c0	abusive	abusive		
1279733711924330496	8cfc1c	not	not		
1319253523134033920	f6f49f	not		not	
1336052218265530371	bbf7a4	abusive		abusive	
1298950446971867136	64ca6c	abusive		abusive	
1237815039756771331	7acac0	not			not
1346501899084836870	d2728d	not	not		
1357286120002879489	364802	not		not	
1286967959076864000	9fdb27	not	not		
1306588590730694656	449ec2	abusive	abusive		
1249751443827044354	e90cf5	not			not
1327658582372921345	239be1	not	not		
1239695522535014400	d75c6e	abusive	abusive		
1323516714928295936	01c075	not			not
1336439111163535363	ffa8f5	abusive			abusive
1297945938300932097	71dfba	abusive		abusive	
1335180498386247680	094ee1	not		not	
1273684805826359304	928cbb	not			not
1327978344370069510	39d4e8	not	not		
1348850740454895616	c570c4	not	not		
1340965747397419010	d43029	not	not		
1314829216827965440	9ebeb6	not	not		
1318152867287650306	e34870	not	not	not	not
1297878477509668865	9ef197	not	not		
1346107351313620993	a4fba0	abusive		abusive	
1347079976869371904	b9078b	abusive		abusive	
1328326853610926081	4c90c6	not	not		
1300868441147088897	c86e08	not	not		
1342556028857155584	7bf5f5	abusive	abusive		
1341419108378816512	f4afa5	not	not		
1248717349445869570	e47ab0	not	not		
1309110170472120320	4cc507	not			not
1260216248924807169	d9dac2	not	not		
1322086602609446912	6db756	abusive	abusive		
1311032262704726020	970646	not	not		
1343587568802291716	7e12cb	abusive	abusive		
1321885780017643521	f8d126	not		not	
1338792843045990401	dd68cb	not	not		
1241053929896583171	fa2f98	abusive	abusive		
1330833840886206464	94b58b	abusive	abusive		
1325819264213929985	9f077d	abusive		abusive	
1331925455956549632	671674	not	not		
1320567206024040449	9cb9cd	abusive	abusive		
1329721986289963011	6b050b	not	not		
1352326075326599176	a97f27	not	not		
1343940727080968197	1bfe1d	not	not		
1243499734704238593	923d7b	not	not		
1241708211855593479	7a1a17	not	not		
1274408445110890496	12b241	not	not		
1362633953614659586	5795a5	not		not	
1253550684860973058	eac879	abusive	abusive		
1248549542439649280	fcb9f0	not	not		
1295399702364659712	118760	not	not		
1300262264860274693	550ce0	abusive	abusive		
1233064118346747904	1f2223	not	not		
1341416776958152708	939755	not	not		
1350889282903400451	87b50d	not	not		
1295216661092618241	451852	not	not		
1299958942005682178	77816e	not	not		
1289581538112417794	4cc507	not		not	
1301035244968124416	77cbe4	abusive	abusive		
1341432181957259265	7f4d15	not	not		
1333746284579196931	c1d72d	abusive		abusive	
1284763433666334721	d97b98	not	not		
1248234968423321602	e88059	not	not		
1334617915035938818	8f35c1	not	not		
1341078486853808131	2b04c9	abusive	abusive		
1286747457288888321	840ee9	abusive	abusive		
1247995022382858242	1e8f14	not	not		
1300468372803592192	14d6f9	not	not		
1239862797183442944	112eb4	not	not		
1276519499546669061	1a2418	not	not		
1305593804741894145	1316d7	abusive	abusive		
1350381551201230848	aec98c	not	not		
1234361304871317505	70432e	not	not		
1329734389509615616	22d1e2	not		not	
1324850510210437130	2608d2	not	not		
1294175741408616448	f3d411	not	not		
1285501058312220672	faa3eb	abusive	abusive		
1314313632377905153	32b4be	not	not		
1320030372797829125	44d3e7	not		not	
1277848124917243904	58b134	abusive	abusive		
1323321984160333827	a3743d	not			not
1220821877884620800	058bd6	not			not
1347202837646876678	bf00ea	not	not		
1353233499034165249	ad2239	not	not	not	not
1291633608202104832	571380	not			not
1344262299322884096	377503	abusive		abusive	
1275657776841273350	ff6235	not			not
1256992018905141249	d77ff9	not	not		
1321408821588353027	0ff7ae	not		not	
1334964434167590913	c16666	not	not		
1348931517288996865	31b401	abusive		abusive	
1252646350325460998	da7f3e	abusive	abusive		
1306646128042143746	94a910	not	not		
1301995461117706245	258873	not	not		
1320327786901442561	c1cd14	abusive	abusive		
1355578474057117696	b1f929	not	not		
1359791313177182211	3566a5	not	not		
1270435963739783172	1b81fb	not	not		
1345583611588837383	707463	not	not		
1323666521470754817	c70794	not	indifferent	not	not
1308105113194684416	b89c62	abusive		abusive	
1265396595375460357	b8e0ae	not	not		
1313424049582804992	2578bd	abusive	abusive		
1307365361642278914	104efc	not		not	
1331142565668773889	e80291	not		not	
1354519366537256966	ec1fc1	not	not		
1302871296171282435	ebc47a	not		not	
1350912629481623552	923363	not	not		
1265914852540919809	7048ef	not	not	not	indifferent
1330254517192056836	6a4efd	not	not	not	not
1333855651349618689	a27cce	not	not		
1329179750112301058	5fb40d	not			not
1334859782755409922	e65f41	not	not		
1307995049909612544	9daba1	abusive	abusive		
1269293705837543425	424de4	not			not
1321373613585555456	7203eb	not		not	
1342153541431996416	4a8351	not	not		
1260938556610150400	c14426	not	not		
1300716669594144769	e3822d	not	not		
1320454610293837825	409d7f	not			not
1323547426133782533	c2838e	not		not	
1350755584287649794	4224f9	not		not	
1249060865158139905	6af645	abusive		abusive	
1337863275321716737	9aa650	not	not		
1324812010824044544	2608d2	not			not
1351680938481246211	38aee4	not		not	
1321418112890273792	d13172	not	not		
1313251539067326465	dd68cb	not	not		
1259376932883488769	400f1d	not	not		
1361362037469814790	3a6dac	not	not		
1322535236761276423	325b69	not			not
1346476552725282817	d3bcbd	not	not		
1317643800660017152	907f92	not		not	
1284109325376655361	f8063c	not			not
1359080921761210368	1b7066	abusive	abusive	abusive	abusive
1346603714677792768	22e191	not	not		
1289461684722118656	1172bf	not		not	
1301417882807668737	1844b6	not		not	
1241288856122593280	5dfa03	abusive		abusive	
1281733666847285250	452b24	not	not		
1268611017245732865	b6d687	abusive			abusive
1259317511209836546	e31a37	not	not		
1302495544850501632	8a3689	not	not		
1299048261270069249	d00bc4	abusive	abusive		
1300356139692027904	4b6358	not		not	
1311692250238377984	1f01cd	not			not
1315271298503905281	1c481d	not		not	
1315251254285791233	ce413c	not	not		
1329516219318366210	78dcf4	not		not	
1238353274778071040	aa1fcd	not	not		
1246251484410449921	4e30ac	abusive	abusive		
1352927519566159873	dc8eb3	not			not
1348755661706899458	d2728d	abusive	abusive		
1271523825818222596	a7de58	not	not		
1356921292033839110	08167c	abusive	abusive		
1362304987041325056	e80291	not	not		
1247167006178041858	dd236f	not	not	not	not
1358852512007286786	24c948	not	not		
1342782424133079040	c69e58	not	not		
1355934245747912710	55e3e0	not	not		
1349095997939580929	72a92e	not	not		
1354118605420572673	0640fd	abusive	abusive		
1318599634760204288	343369	abusive	abusive		
1318590416992817152	94b58b	not		not	
1347867909314502657	201ad0	not	not	not	indifferent
1298589323646861315	68a2cc	abusive		abusive	
1256934882011418626	04e42b	not	not		
1357039575672193033	83f309	not		not	
1348977525238722566	4c04f6	not	not		
1334022515262443523	cec768	not	not		
1316673538728886272	6ea5d9	not	not		
1333881767632236545	2e3606	not	not		
1280854950139121665	1fa9e7	abusive	abusive		
1294748251678269442	35be4a	not		not	
1348651130583187456	b6ed12	not	not		
1336352207554441224	096e2b	not	not		
1295461352912367616	f13f62	not		not	
1297301306588225538	931eb4	not			not
1298958283873673217	02afab	not	not		
1316359023160156160	d7c274	not			not
1342833165149339652	91af6c	not	not		
1330818118252425217	e1eb0f	not	not		
1300381054197542912	38b4dd	not		not	
1328599078536695812	fcdba3	not	not		
1258339933800009728	c449d6	not	not		
1321143855845134338	edbd51	not	not		
1323324333482217474	eb3cea	abusive	abusive	abusive	abusive
1291822823082688512	27c281	not	not		
1329076398888079367	5130d3	abusive	abusive		
1276907591722041344	83bf7b	not	not		
1325469130074583043	d7bb2c	not	not		
1353538292487237632	e3b349	not	not		
1259056639275130886	e61d9a	abusive	abusive		
1304309913942921218	2dd79b	abusive	indifferent	abusive	abusive
1251914113531379720	06e964	not		not	
1343832461323616257	4f1e27	abusive	abusive		
1345466533737345025	8df0da	not	not		
1324837682950873088	4cdbd8	not	not		
1247799199229337602	16d9fb	not			not
1355086531611000839	507626	abusive	abusive		
1319696501036240901	3608f2	not	not		
1337804415139520512	504cfe	not	not		
1286318687851630593	6ee536	abusive	abusive		
1342514573002350599	c1d72d	abusive		abusive	
1287571849585594369	b36a61	not		not	
1349352049243258880	ce76c1	not			not
1240928670392504320	4855aa	not	not		
1363056234119725057	8ebbaf	not		not	
1232595349438595072	7109bc	not	not		
1321414819862503428	d1beb8	not			not
1348035191072288768	6a9a5f	abusive		abusive	
1346519433012015104	d96457	not	not		
1357451225915142146	afa3d2	not	not		
1263649189134827520	40d5be	abusive		abusive	
1354086290774515714	11712f	not		not	
1320008568595238917	7c52fb	not	not		
1280940621579145223	669fe4	not	not		
1341470711622348800	d74344	not	not		
1256896644899110912	0db932	not	not		
1310865147683115008	00aa8b	not	not		
1295740628853297152	c46d4b	not	not		
1322518634053382144	54a239	not	not	abusive	not
1326916451014422528	d8e360	not	not		
1330914282469515265	39d4e8	not	not		
1290166437428961281	ff0785	abusive	abusive		
1324126533401956357	214132	not		not	
1264954621224800257	3a8214	not	not		
1357707929948938246	9cb9cd	not		not	
1310920502479912960	a9ee3c	not	not		
1363023843527454720	4a8351	abusive		abusive	
1293161001429487617	2fef56	abusive	abusive		
1301930913127968770	c193a0	not		not	
1246423352891387904	326757	abusive	abusive		
1308694306702721024	4c0459	not	not		
1325721879009767425	941dd7	not			not
1361451935019257857	4947f1	not	not		
1341116762901909507	8fc97e	not	not		
1354821479171407872	6d2dab	not	not		
1266826460867825664	5f6888	not	not		
1321856582460854274	3608f2	abusive	abusive		
1253097648258715649	6f6b8d	not			not
1329866428221186050	4db879	not		not	
1327279876471132160	7f0253	not	not		
1321508512095215618	bd1c88	not	not	not	not
1363193338015461379	d13db5	not	not		
1343503448856260610	4ae167	abusive	abusive		
1340249448325197824	7fd896	abusive	abusive		
1327949434785832961	a9bc55	not	not	not	not
1339873730626023429	55e669	not	not		
1308638752470970368	c5fa5f	not	not		
1295054084735672320	1e861e	not		not	
1334597114261884928	56c0b9	not		not	
1252470041305583616	f3f18c	abusive	abusive		
1287469610443444227	409d7f	abusive	abusive		
1289560546929283073	8638e6	abusive			abusive
1345698445001170949	253aaa	not			not
1354469912815792129	2d2cfd	not			not
1291126966834417665	ef58f7	not			not
1254442672133193729	c77160	abusive	abusive		
1339569249690525697	670b08	not	not		
1258871203273605122	b3e1ae	not			not
1295283959564324864	26f394	not	not		
1340621496415363074	7234eb	not		not	
1287719340868067328	93876c	not	not		
1293838776704339968	d3ee32	not	not		
1270665766103404544	840ee9	not	not		
1309484058230116352	3b8d8f	not		not	
1327901714746388480	9cb9cd	abusive	abusive		
1355236677711777801	8b64c5	not	not	not	indifferent
1263743741329899520	a2353e	not	not		
1341131079223287812	dc2fda	not	not	not	indifferent
1325785032246644736	0b2afc	not	not		
1284040374143668224	948e0c	abusive	abusive		
1259071893040238593	a197e2	abusive	abusive		
1338429322764431366	a75c63	abusive	abusive		
1337225001586536450	8cce49	abusive	abusive		
1326254364130992129	9f077d	not	not		
1360627829688455171	d7bab6	not	not	not	indifferent
1362681880949256193	1e861e	abusive	abusive		
1326564278325932032	76879a	not			not
1308265997716029440	0a42cb	abusive	abusive		
